time,seconds,usecs/call,calls,errors,syscall
36.78,2.411155,12,200213,write
20.46,1.340949,7,200269,10,read
19.89,1.303556,61,21512,epoll_wait
18.87,1.236632,6,200305,epoll_ctl
3.97,0.260429,8,33708,brk
0.01,0.000773,9,89,39,,accept4
0.01,0.000398,6,68,close
0.01,0.000332,7,46,mmap
0.00,0.000311,9,36,mprotect
0.00,0.000145,8,19,open
0.00,0.000102,6,18,fstat
0.00,0.000096,96,1,execve
0.00,0.000017,9,2,pipe2
0.00,0.000016,16,1,munmap
0.00,0.000012,6,2,rt_sigaction
0.00,0.000011,11,1,socket
0.00,0.000009,9,1,1,access
0.00,0.000008,8,1,set_tid_address
0.00,0.000007,7,1,rt_sigprocmask
0.00,0.000007,7,1,,bind
0.00,0.000007,7,1,listen
0.00,0.000007,7,1,setsockopt
0.00    0.000007           7         1           futex
0.00    0.000007           7         1           clock_getres
0.00    0.000007           7         1           eventfd2
0.00    0.000007           7         1           epoll_create1
0.00    0.000006           6         1           getrlimit
0.00    0.000006           6         1           arch_prctl
0.00    0.000006           6         1           set_robust_list
------ ----------- ----------- --------- --------- ----------------
100.00    6.555025                656303        50 total

